1.000000	-5.266043
0.990000	-5.265239
0.980000	-5.267254
0.970000	-5.266031
0.960000	-5.265851
0.950000	-5.267541
0.940000	-5.267864
0.930000	-5.267289
0.920000	-5.269206
0.910000	-5.269170
0.900000	-5.267960
0.890000	-5.268176
0.880000	-5.269302
0.870000	-5.269685
0.860000	-5.269302
0.850000	-5.269302
0.840000	-5.269110
0.830000	-5.270355
0.820000	-5.269876
0.810000	-5.270163
0.800000	-5.270450
0.790000	-5.270259
0.780000	-5.270642
0.770000	-5.269493
0.760000	-5.270546
0.750000	-5.270450
0.740000	-5.270068
0.730000	-5.270450
0.720000	-5.270738
0.710000	-5.270546
0.700000	-5.270833
0.690000	-5.270738
0.680000	-5.270738
0.670000	-5.270642
0.660000	-5.270738
0.650000	-5.270546
0.640000	-5.270738
0.630000	-5.270833
0.620000	-5.270738
0.610000	-5.270833
0.600000	-5.270833
0.590000	-5.270833
0.580000	-5.270833
0.570000	-5.270833
0.560000	-5.270833
0.550000	-5.270833
0.540000	-5.270833
0.530000	-5.270833
0.520000	-5.270662
0.510000	-5.270833
0.500000	-5.270833
0.490000	-5.270833
0.480000	-5.270833
0.470000	-5.270833
0.460000	-5.270833
0.450000	-5.270833
0.440000	-5.270575
0.430000	-5.270833
0.420000	-5.270833
0.410000	-5.270833
0.400000	-5.270833
0.390000	-5.270833
0.380000	-5.270833
0.370000	-5.270833
0.360000	-5.270833
0.350000	-5.270833
0.340000	-5.270833
0.330000	-5.269165
0.320000	-5.270833
0.310000	-5.270833
0.300000	-5.270833
0.290000	-nan
0.280000	-5.270833
0.270000	-5.270833
0.260000	-5.270833
0.250000	-5.270833
0.240000	-5.270833
0.230000	-5.270833
0.220000	-5.270833
0.210000	-5.270833
0.200000	-5.270833
0.190000	-5.270833
0.180000	-5.270833
0.170000	-5.270833
0.160000	-5.270833
0.150000	-5.270833
0.140000	-5.270833
0.130000	-5.270833
0.120000	-5.270833
0.110000	-5.270833
0.100000	-5.270833
0.090000	-5.270833
0.080000	-5.270833
0.070000	-5.270833
0.060000	-5.270833
0.050000	-nan
0.040000	-5.270833
0.030000	-5.270833
0.020000	-5.270833
0.010000	-5.270833
