5.000000	0.184840
4.900000	0.192708
4.800000	0.200656
4.700000	0.209539
4.600000	0.219044
4.500000	0.229437
4.400000	0.240305
4.300000	0.252136
4.200000	0.264885
4.100000	0.278503
4.000000	0.293386
3.900000	0.310098
3.800000	0.326143
3.700000	0.344163
3.600000	0.363185
3.500000	0.383238
3.400000	0.403752
3.300000	0.423428
3.200000	0.444188
3.100000	0.461652
3.000000	0.476840
2.900000	0.488137
2.800000	0.491971
2.700000	0.488042
2.600000	0.474457
2.500000	0.447707
2.400000	0.411150
2.300000	0.363893
2.200000	0.311026
2.100000	0.253121
2.000000	0.195205
1.900000	0.146430
1.800000	0.103269
1.700000	0.071200
1.600000	0.046676
1.500000	0.029124
1.400000	0.017994
1.300000	0.010526
1.200000	0.006235
1.100000	0.003171
1.000000	0.001572
0.900000	0.000656
0.800000	0.000235
0.700000	0.000065
0.600000	0.000015
0.500000	0.000000
0.400000	0.000000
0.300000	0.000000
0.200000	0.000000
0.100000	0.000000
