5.000000	-0.871200
4.900000	-0.843800
4.800000	-0.859400
4.700000	-0.925600
4.600000	-0.928600
4.500000	-0.953000
4.400000	-0.964200
4.300000	-0.987600
4.200000	-1.025800
4.100000	-1.029200
4.000000	-1.047400
3.900000	-1.135000
3.800000	-1.117000
3.700000	-1.141200
3.600000	-1.193800
3.500000	-1.245000
3.400000	-1.252200
3.300000	-1.291800
3.200000	-1.332000
3.100000	-1.349000
3.000000	-1.404600
2.900000	-1.436000
2.800000	-1.480200
2.700000	-1.538800
2.600000	-1.571800
2.500000	-1.589000
2.400000	-1.666000
2.300000	-1.696000
2.200000	-1.725800
2.100000	-1.758000
2.000000	-1.803600
1.900000	-1.827800
1.800000	-1.861400
1.700000	-1.902400
1.600000	-1.917200
1.500000	-1.940400
1.400000	-1.956000
1.300000	-1.975200
1.200000	-1.983800
1.100000	-1.992600
1.000000	-1.991400
0.900000	-1.998400
0.800000	-2.000000
0.700000	-2.000000
0.600000	-2.000000
0.500000	-2.000000
0.400000	-2.000000
0.300000	-2.000000
0.200000	-2.000000
0.100000	-2.000000
