5.000000	0.179918
4.900000	0.187025
4.800000	0.194085
4.700000	0.202149
4.600000	0.210642
4.500000	0.219020
4.400000	0.228165
4.300000	0.237485
4.200000	0.247521
4.100000	0.258136
4.000000	0.268401
3.900000	0.279848
3.800000	0.290945
3.700000	0.302975
3.600000	0.314904
3.500000	0.328102
3.400000	0.339101
3.300000	0.351163
3.200000	0.363779
3.100000	0.374864
3.000000	0.386725
2.900000	0.396567
2.800000	0.403037
2.700000	0.411077
2.600000	0.412351
2.500000	0.414030
2.400000	0.412050
2.300000	0.406972
2.200000	0.397282
2.100000	0.383185
2.000000	0.361539
1.900000	0.337833
1.800000	0.308640
1.700000	0.273468
1.600000	0.234689
1.500000	0.195775
1.400000	0.157340
1.300000	0.118167
1.200000	0.083639
1.100000	0.054635
1.000000	0.031474
0.900000	0.015829
0.800000	0.005449
0.700000	0.002155
0.600000	0.000533
0.500000	0.000192
0.400000	0.000000
0.300000	0.000000
0.200000	0.000000
0.100000	0.000000
