5.000000	-0.456357
4.900000	-0.469666
4.800000	-0.481751
4.700000	-0.496329
4.600000	-0.510356
4.500000	-0.526674
4.400000	-0.542917
4.300000	-0.561396
4.200000	-0.581522
4.100000	-0.602739
4.000000	-0.625090
3.900000	-0.650463
3.800000	-0.677570
3.700000	-0.707608
3.600000	-0.740795
3.500000	-0.775350
3.400000	-0.817106
3.300000	-0.859027
3.200000	-0.908351
3.100000	-0.959101
3.000000	-1.016517
2.900000	-1.079349
2.800000	-1.148375
2.700000	-1.222060
2.600000	-1.299594
2.500000	-1.379353
2.400000	-1.459403
2.300000	-1.541635
2.200000	-1.617537
2.100000	-1.690235
2.000000	-1.756078
1.900000	-1.811335
1.800000	-1.858373
1.700000	-1.896844
1.600000	-1.927403
1.500000	-1.950462
1.400000	-1.967809
1.300000	-1.980324
1.200000	-1.988563
1.100000	-1.994047
1.000000	-1.997154
0.900000	-1.998888
0.800000	-1.999631
0.700000	-1.999910
0.600000	-1.999982
0.500000	-2.000000
0.400000	-2.000000
0.300000	-2.000000
0.200000	-2.000000
0.100000	-2.000000
