5.000000	0.116959
4.900000	0.118712
4.800000	0.120468
4.700000	0.123461
4.600000	0.124503
4.500000	0.129898
4.400000	0.129755
4.300000	0.132421
4.200000	0.133879
4.100000	0.136237
4.000000	0.139877
3.900000	0.136046
3.800000	0.142095
3.700000	0.147116
3.600000	0.142518
3.500000	0.144800
3.400000	0.148995
3.300000	0.149880
3.200000	0.148047
3.100000	0.152396
3.000000	0.144232
2.900000	0.142109
2.800000	0.141730
2.700000	0.136885
2.600000	0.132852
2.500000	0.134159
2.400000	0.119719
2.300000	0.115265
2.200000	0.104173
2.100000	0.104647
2.000000	0.096652
1.900000	0.080549
1.800000	0.076587
1.700000	0.055315
1.600000	0.050207
1.500000	0.038616
1.400000	0.029063
1.300000	0.019019
1.200000	0.015388
1.100000	0.007158
1.000000	0.008468
0.900000	0.002221
0.800000	0.000000
0.700000	0.000000
0.600000	0.000000
0.500000	0.000000
0.400000	0.000000
0.300000	0.000000
0.200000	0.000000
0.100000	0.000000
