5.000000	0.085484
4.900000	0.086851
4.800000	0.085876
4.700000	0.089404
4.600000	0.091844
4.500000	0.091459
4.400000	0.094034
4.300000	0.095802
4.200000	0.097932
4.100000	0.102993
4.000000	0.103324
3.900000	0.106985
3.800000	0.112452
3.700000	0.112898
3.600000	0.118887
3.500000	0.123372
3.400000	0.127580
3.300000	0.139809
3.200000	0.142834
3.100000	0.155770
3.000000	0.170566
2.900000	0.190527
2.800000	0.215037
2.700000	0.255824
2.600000	0.322902
2.500000	0.387727
2.400000	0.510829
2.300000	0.648737
2.200000	0.781516
2.100000	0.864487
2.000000	0.907796
1.900000	0.938252
1.800000	0.956842
1.700000	0.969905
1.600000	0.979540
1.500000	0.986341
1.400000	0.991233
1.300000	0.994541
1.200000	0.996988
1.100000	0.998461
1.000000	0.999313
0.900000	0.999706
0.800000	0.999914
0.700000	0.999973
0.600000	0.999999
0.500000	0.307453
0.400000	1.000000
0.300000	1.000000
0.200000	1.000000
0.100000	1.000000
