5.000000	0.097691
4.900000	0.102950
4.800000	0.108477
4.700000	0.113734
4.600000	0.120345
4.500000	0.127212
4.400000	0.134613
4.300000	0.142850
4.200000	0.152511
4.100000	0.163038
4.000000	0.174562
3.900000	0.187606
3.800000	0.201848
3.700000	0.219204
3.600000	0.239807
3.500000	0.262291
3.400000	0.290254
3.300000	0.322691
3.200000	0.363619
3.100000	0.417188
3.000000	0.483980
2.900000	0.571010
2.800000	0.681808
2.700000	0.813660
2.600000	0.960262
2.500000	1.100780
2.400000	1.184837
2.300000	1.169142
2.200000	1.057240
2.100000	0.891338
2.000000	0.715473
1.900000	0.562972
1.800000	0.440958
1.700000	0.342807
1.600000	0.261925
1.500000	0.197194
1.400000	0.144299
1.300000	0.101271
1.200000	0.067119
1.100000	0.041913
1.000000	0.023178
0.900000	0.011517
0.800000	0.004664
0.700000	0.001329
0.600000	0.000322
0.500000	0.000036
0.400000	0.000000
0.300000	0.000000
0.200000	0.000000
0.100000	0.000000
