5.000000	0.342928
4.900000	0.348402
4.800000	0.353824
4.700000	0.360145
4.600000	0.366351
4.500000	0.373308
4.400000	0.380893
4.300000	0.389178
4.200000	0.398275
4.100000	0.407792
4.000000	0.417935
3.900000	0.429394
3.800000	0.442302
3.700000	0.456441
3.600000	0.471873
3.500000	0.488131
3.400000	0.507827
3.300000	0.527607
3.200000	0.550281
3.100000	0.574220
3.000000	0.601183
2.900000	0.630030
2.800000	0.661750
2.700000	0.695192
2.600000	0.729654
2.500000	0.764812
2.400000	0.799424
2.300000	0.833869
2.200000	0.864956
2.100000	0.893835
2.000000	0.919165
1.900000	0.939540
1.800000	0.956265
1.700000	0.969179
1.600000	0.979030
1.500000	0.986157
1.400000	0.991227
1.300000	0.994760
1.200000	0.996996
1.100000	0.998465
1.000000	0.999274
0.900000	0.999719
0.800000	0.999907
0.700000	0.999977
0.600000	0.999996
0.500000	1.000000
0.400000	1.000000
0.300000	1.000000
0.200000	1.000000
0.100000	1.000000
